net,sid,layer,kind,width_um,cuts,i_avg,i_rms,i_peak,imax_avg,ratio_avg,ratio_rms,ratio_peak,worst,worst_kind,tier,x1,y1,x2,y2
VSS,51,Metal1,metal,3.5,0,1.6147e-05,1.6147e-05,1.6147e-05,1.8892e-03,0.0085,0.0,0.0,0.0085,avg,ok,37.25,-2.14,36.835,-1.13
VREG,140,Metal2,metal,0.5,0,3.4997e-06,3.4997e-06,3.4997e-06,5.3977e-04,0.0065,0.0,0.0,0.0065,avg,ok,25.72,11.7,25.5,11.7
VREG,139,Metal2,metal,0.5,0,3.4997e-06,3.4997e-06,3.4997e-06,5.3977e-04,0.0065,0.0,0.0,0.0065,avg,ok,25.37,11.7,25.5,11.7
VREG,66,Metal1,metal,5.5,0,1.8829e-05,1.8829e-05,1.8829e-05,2.9688e-03,0.0063,0.0,0.0,0.0063,avg,ok,47.25,11.7,45.04,11.45
VSS,93,Via1,via,0.0,21,2.4252e-05,2.4252e-05,2.4252e-05,4.5341e-03,0.0053,0.0,0.0,0.0053,avg,ok,40.38,-2.35,40.38,-2.35
VSS,107,Via1,via,0.0,3,3.0107e-06,3.0107e-06,3.0107e-06,6.4773e-04,0.0046,0.0,0.0,0.0046,avg,ok,-0.21,-2.35,-0.21,-2.35
VSS,92,Via1,via,0.0,24,2.3650e-05,2.3650e-05,2.3650e-05,5.1818e-03,0.0046,0.0,0.0,0.0046,avg,ok,37.305,-2.35,37.305,-2.35
VSS,97,Via1,via,0.0,24,2.2242e-05,2.2242e-05,2.2242e-05,5.1818e-03,0.0043,0.0,0.0,0.0043,avg,ok,34.025,-2.35,34.025,-2.35
VREG,58,Metal1,metal,8.5,0,1.8829e-05,1.8829e-05,1.8829e-05,4.5881e-03,0.0041,0.0,0.0,0.0041,avg,ok,30.25,11.7,26.44,11.45
VSS,104,Via1,via,0.0,21,1.7773e-05,1.7773e-05,1.7773e-05,4.5341e-03,0.0039,0.0,0.0,0.0039,avg,ok,1.43,-2.35,1.43,-2.35
VREG,54,Metal1,metal,9.0,0,1.8829e-05,1.8829e-05,1.8829e-05,4.8580e-03,0.0039,0.0,0.0,0.0039,avg,ok,21.0,11.7,17.14,11.45
VREG,62,Metal1,metal,9.0,0,1.8829e-05,1.8829e-05,1.8829e-05,4.8580e-03,0.0039,0.0,0.0,0.0039,avg,ok,39.5,11.7,35.74,11.45
VREG,50,Metal1,metal,9.0,0,1.8829e-05,1.8829e-05,1.8829e-05,4.8580e-03,0.0039,0.0,0.0,0.0039,avg,ok,11.5,11.7,7.84,11.45
VSS,105,Via1,via,0.0,27,2.0529e-05,2.0529e-05,2.0529e-05,5.8296e-03,0.0035,0.0,0.0,0.0035,avg,ok,4.71,-2.35,4.71,-2.35
VSS,106,Via1,via,0.0,21,1.5228e-05,1.5228e-05,1.5228e-05,4.5341e-03,0.0034,0.0,0.0,0.0034,avg,ok,7.99,-2.35,7.99,-2.35
VREG,114,Metal2,metal,0.5,0,1.7354e-06,1.7354e-06,1.7354e-06,5.3977e-04,0.0032,0.0,0.0,0.0032,avg,ok,7.17,11.7,7.0,11.7
VREG,113,Metal2,metal,0.5,0,1.7354e-06,1.7354e-06,1.7354e-06,5.3977e-04,0.0032,0.0,0.0,0.0032,avg,ok,6.82,11.7,7.0,11.7
VSS,101,Via1,via,0.0,21,1.4311e-05,1.4311e-05,1.4311e-05,4.5341e-03,0.0032,0.0,0.0,0.0032,avg,ok,14.55,-2.35,14.55,-2.35
VREG,109,Metal2,metal,0.635,0,2.1578e-06,2.1578e-06,2.1578e-06,6.8551e-04,0.0031,0.0,0.0,0.0031,avg,ok,49.948,4.95,49.948,5.0
VREG,110,Metal2,metal,0.635,0,2.1578e-06,2.1578e-06,2.1578e-06,6.8551e-04,0.0031,0.0,0.0,0.0031,avg,ok,49.915,5.05,49.948,5.0
VSS,98,Via1,via,0.0,24,1.6083e-05,1.6083e-05,1.6083e-05,5.1818e-03,0.0031,0.0,0.0,0.0031,avg,ok,27.465,-2.35,27.465,-2.35
VSS,91,Via1,via,0.0,24,1.5987e-05,1.5987e-05,1.5987e-05,5.1818e-03,0.0031,0.0,0.0,0.0031,avg,ok,24.185,-2.35,24.185,-2.35
VSS,102,Via1,via,0.0,27,1.7694e-05,1.7694e-05,1.7694e-05,5.8296e-03,0.003,0.0,0.0,0.003,avg,ok,17.83,-2.35,17.83,-2.35
VSS,99,Via1,via,0.0,24,1.5023e-05,1.5023e-05,1.5023e-05,5.1818e-03,0.0029,0.0,0.0,0.0029,avg,ok,30.745,-2.35,30.745,-2.35
VSS,103,Via1,via,0.0,21,1.3135e-05,1.3135e-05,1.3135e-05,4.5341e-03,0.0029,0.0,0.0,0.0029,avg,ok,21.11,-2.35,21.11,-2.35
VSS,100,Via1,via,0.0,27,1.6883e-05,1.6883e-05,1.6883e-05,5.8296e-03,0.0029,0.0,0.0,0.0029,avg,ok,11.27,-2.35,11.27,-2.35
VSS,59,Metal2,metal,2.0,0,3.0107e-06,3.0107e-06,3.0107e-06,2.1591e-03,0.0014,0.0,0.0,0.0014,avg,ok,-0.35,-2.15,0.0,-2.15
VSS,60,Metal2,metal,2.0,0,3.0107e-06,3.0107e-06,3.0107e-06,2.1591e-03,0.0014,0.0,0.0,0.0014,avg,ok,1.5,-2.15,0.0,-2.15
VREG,123,Metal2,metal,0.155,0,1.6052e-14,1.6052e-14,1.6052e-14,1.6733e-04,0.0,0.0,0.0,0.0,avg,ok,6.99,9.45,7.078,9.4
VREG,164,Metal2,metal,0.055,0,5.3506e-15,5.3506e-15,5.3506e-15,5.9375e-05,0.0,0.0,0.0,0.0,avg,ok,35.028,9.317,35.028,9.4
VREG,121,Metal2,metal,0.175,0,1.6052e-14,1.6052e-14,1.6052e-14,1.8892e-04,0.0,0.0,0.0,0.0,avg,ok,6.99,9.45,6.912,9.4
VREG,161,Metal2,metal,0.275,0,1.6052e-14,1.6052e-14,1.6052e-14,2.9688e-04,0.0,0.0,0.0,0.0,avg,ok,34.89,9.45,34.862,9.4
VREG,162,Metal2,metal,0.275,0,1.6052e-14,1.6052e-14,1.6052e-14,2.9688e-04,0.0,0.0,0.0,0.0,avg,ok,34.862,9.317,34.862,9.4
VREG,166,Metal2,metal,0.165,0,9.6312e-15,9.6312e-15,9.6312e-15,1.7813e-04,0.0,0.0,0.0,0.0,avg,ok,35.028,9.317,35.0,9.317
VREG,177,Metal2,metal,0.33,0,1.6052e-14,1.6052e-14,1.6052e-14,3.5625e-04,0.0,0.0,0.0,0.0,avg,ok,44.19,9.45,44.19,9.4
VREG,165,Metal2,metal,0.165,0,7.7049e-15,7.7049e-15,7.7049e-15,1.7813e-04,0.0,0.0,0.0,0.0,avg,ok,34.862,9.317,35.0,9.317
VREG,138,Metal2,metal,0.33,0,1.2842e-14,1.2842e-14,1.2842e-14,3.5625e-04,0.0,0.0,0.0,0.0,avg,ok,16.29,9.317,16.29,9.4
VREG,147,Metal2,metal,0.5,0,1.6052e-14,1.6052e-14,1.6052e-14,5.3977e-04,0.0,0.0,0.0,0.0,avg,ok,25.59,9.45,25.462,9.4
VREG,126,Metal2,metal,0.165,0,3.4175e-15,3.4175e-15,3.4175e-15,1.7813e-04,0.0,0.0,0.0,0.0,avg,ok,7.078,9.317,7.0,9.317
VREG,178,Metal2,metal,0.33,0,6.4208e-15,6.4208e-15,6.4208e-15,3.5625e-04,0.0,0.0,0.0,0.0,avg,ok,44.19,9.317,44.19,9.4
VREG,150,Metal2,metal,0.255,0,4.9615e-15,4.9615e-15,4.9615e-15,2.7528e-04,0.0,0.0,0.0,0.0,avg,ok,25.627,9.317,25.627,9.4
VREG,148,Metal2,metal,0.075,0,1.4593e-15,1.4593e-15,1.4593e-15,8.0966e-05,0.0,0.0,0.0,0.0,avg,ok,25.462,9.317,25.462,9.4
VREG,125,Metal2,metal,0.165,0,3.0269e-15,3.0269e-15,3.0269e-15,1.7813e-04,0.0,0.0,0.0,0.0,avg,ok,6.912,9.317,7.0,9.317
VREG,152,Metal2,metal,0.165,0,2.0773e-15,2.0773e-15,2.0773e-15,1.7813e-04,0.0,0.0,0.0,0.0,avg,ok,25.627,9.317,25.5,9.317
VREG,122,Metal2,metal,0.175,0,0.0000e+00,0.0000e+00,0.0000e+00,1.8892e-04,0.0,0.0,0.0,0.0,avg,ok,6.912,9.317,6.912,9.4
VREG,124,Metal2,metal,0.155,0,0.0000e+00,0.0000e+00,0.0000e+00,1.6733e-04,0.0,0.0,0.0,0.0,avg,ok,7.078,9.317,7.078,9.4
VREG,127,Metal2,metal,0.5,0,0.0000e+00,0.0000e+00,0.0000e+00,5.3977e-04,0.0,0.0,0.0,0.0,avg,ok,15.97,11.7,16.0,11.7
VREG,128,Metal2,metal,0.5,0,0.0000e+00,0.0000e+00,0.0000e+00,5.3977e-04,0.0,0.0,0.0,0.0,avg,ok,16.25,11.7,16.0,11.7
VREG,137,Metal2,metal,0.33,0,0.0000e+00,0.0000e+00,0.0000e+00,3.5625e-04,0.0,0.0,0.0,0.0,avg,ok,16.29,9.45,16.29,9.4
VREG,149,Metal2,metal,0.255,0,0.0000e+00,0.0000e+00,0.0000e+00,2.7528e-04,0.0,0.0,0.0,0.0,avg,ok,25.59,9.45,25.627,9.4
VREG,151,Metal2,metal,0.165,0,0.0000e+00,0.0000e+00,0.0000e+00,1.7813e-04,0.0,0.0,0.0,0.0,avg,ok,25.462,9.317,25.5,9.317
VREG,163,Metal2,metal,0.5,0,0.0000e+00,0.0000e+00,0.0000e+00,5.3977e-04,0.0,0.0,0.0,0.0,avg,ok,34.89,9.45,35.028,9.4
