net,sid,layer,kind,width_um,cuts,i_avg,i_rms,i_peak,imax_avg,ratio_avg,ratio_rms,ratio_peak,worst,worst_kind,tier,x1,y1,x2,y2
VREG,73,Metal1,metal,0.34,0,1.5220e-04,1.5220e-04,1.5220e-04,1.8352e-04,0.8293,0.0,0.0,0.8293,avg,marginal,18.75,11.7,21.0,11.7
VSS,17,Metal1,metal,0.34,0,1.4463e-04,1.4463e-04,1.4463e-04,1.8352e-04,0.7881,0.0,0.0,0.7881,avg,watch,10.593,-1.3,14.357,-1.3
VREG,72,Metal1,metal,0.34,0,1.2914e-04,1.2914e-04,1.2914e-04,1.8352e-04,0.7037,0.0,0.0,0.7037,avg,watch,18.75,11.7,16.5,11.7
VREG,71,Metal1,metal,0.34,0,1.2453e-04,1.2453e-04,1.2453e-04,1.8352e-04,0.6785,0.0,0.0,0.6785,avg,watch,14.125,11.7,16.5,11.7
VREG,70,Metal1,metal,0.34,0,8.7630e-05,8.7630e-05,8.7630e-05,1.8352e-04,0.4775,0.0,0.0,0.4775,avg,ok,14.125,11.7,11.75,11.7
VREG,69,Metal1,metal,0.34,0,8.3018e-05,8.3018e-05,8.3018e-05,1.8352e-04,0.4524,0.0,0.0,0.4524,avg,ok,9.375,11.7,11.75,11.7
VSS,14,Metal1,metal,0.34,0,7.8891e-05,7.8891e-05,7.8891e-05,1.8352e-04,0.4299,0.0,0.0,0.4299,avg,ok,10.593,-1.3,6.829,-1.3
VREG,85,Metal1,metal,0.34,0,7.8406e-05,7.8406e-05,7.8406e-05,1.8352e-04,0.4272,0.0,0.0,0.4272,avg,ok,47.0,11.7,50.0,11.7
VREG,86,Metal1,metal,0.34,0,7.3794e-05,7.3794e-05,7.3794e-05,1.8352e-04,0.4021,0.0,0.0,0.4021,avg,ok,51.0,11.7,50.0,11.7
VSS,30,Metal1,metal,0.34,0,6.7892e-05,6.7892e-05,6.7892e-05,1.8352e-04,0.3699,0.0,0.0,0.3699,avg,ok,40.707,-1.3,36.943,-1.3
VSS,13,Metal1,metal,0.34,0,6.5743e-05,6.5743e-05,6.5743e-05,1.8352e-04,0.3582,0.0,0.0,0.3582,avg,ok,3.064,-1.3,6.829,-1.3
VREG,68,Metal1,metal,0.34,0,5.9958e-05,5.9958e-05,5.9958e-05,1.8352e-04,0.3267,0.0,0.0,0.3267,avg,ok,9.375,11.7,7.0,11.7
VREG,67,Metal1,metal,0.34,0,5.5345e-05,5.5345e-05,5.5345e-05,1.8352e-04,0.3016,0.0,0.0,0.3016,avg,ok,3.15,11.7,7.0,11.7
VSS,29,Metal1,metal,0.34,0,5.4743e-05,5.4743e-05,5.4743e-05,1.8352e-04,0.2983,0.0,0.0,0.2983,avg,ok,33.179,-1.3,36.943,-1.3
VSS,33,Metal1,metal,0.34,0,5.2594e-05,5.2594e-05,5.2594e-05,1.8352e-04,0.2866,0.0,0.0,0.2866,avg,ok,40.707,-1.3,44.471,-1.3
VREG,98,Metal2,metal,0.11,0,3.1246e-05,3.1246e-05,3.1246e-05,1.1875e-04,0.2631,0.0,0.0,0.2631,avg,ok,6.99,11.518,6.945,11.535
VREG,97,Metal2,metal,0.11,0,3.1246e-05,3.1246e-05,3.1246e-05,1.1875e-04,0.2631,0.0,0.0,0.2631,avg,ok,6.912,11.7,6.945,11.535
VREG,105,Metal2,metal,0.09,0,2.4072e-05,2.4072e-05,2.4072e-05,9.7159e-05,0.2478,0.0,0.0,0.2478,avg,ok,6.99,10.532,7.045,9.565
VREG,106,Metal2,metal,0.09,0,2.4072e-05,2.4072e-05,2.4072e-05,9.7159e-05,0.2478,0.0,0.0,0.2478,avg,ok,7.078,9.4,7.045,9.565
VREG,157,Via1,via,0.0,1,5.0733e-05,5.0733e-05,5.0733e-05,2.1591e-04,0.235,0.0,0.0,0.235,avg,ok,6.99,11.7,6.99,11.7
VREG,158,Via1,via,0.0,1,5.0733e-05,5.0733e-05,5.0733e-05,2.1591e-04,0.235,0.0,0.0,0.235,avg,ok,6.99,9.4,6.99,9.4
VREG,101,Metal2,metal,0.2,0,5.0733e-05,5.0733e-05,5.0733e-05,2.1591e-04,0.235,0.0,0.0,0.235,avg,ok,6.99,10.532,6.99,11.5
VREG,102,Metal2,metal,0.2,0,5.0733e-05,5.0733e-05,5.0733e-05,2.1591e-04,0.235,0.0,0.0,0.235,avg,ok,6.99,11.518,6.99,11.5
VREG,103,Metal2,metal,0.11,0,2.6661e-05,2.6661e-05,2.6661e-05,1.1875e-04,0.2245,0.0,0.0,0.2245,avg,ok,6.99,10.532,6.945,9.565
VREG,104,Metal2,metal,0.11,0,2.6661e-05,2.6661e-05,2.6661e-05,1.1875e-04,0.2245,0.0,0.0,0.2245,avg,ok,6.912,9.4,6.945,9.565
VSS,34,Metal1,metal,0.34,0,3.9446e-05,3.9446e-05,3.9446e-05,1.8352e-04,0.2149,0.0,0.0,0.2149,avg,ok,48.236,-1.3,44.471,-1.3
VREG,100,Metal2,metal,0.09,0,1.9488e-05,1.9488e-05,1.9488e-05,9.7159e-05,0.2006,0.0,0.0,0.2006,avg,ok,6.99,11.518,7.045,11.535
VREG,99,Metal2,metal,0.09,0,1.9488e-05,1.9488e-05,1.9488e-05,9.7159e-05,0.2006,0.0,0.0,0.2006,avg,ok,7.078,11.7,7.045,11.535
VREG,88,Metal1,metal,0.3,0,3.2285e-05,3.2285e-05,3.2285e-05,1.6193e-04,0.1994,0.0,0.0,0.1994,avg,ok,50.315,11.515,50.315,11.53
VREG,161,Via1,via,0.0,1,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,11.7,25.59,11.7
VREG,115,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,11.7,25.59,11.535
VREG,163,Via1,via,0.0,1,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,11.7,34.89,11.7
VREG,124,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,11.518,34.89,11.535
VREG,116,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,11.518,25.59,11.535
VREG,118,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,11.518,25.59,11.5
VREG,123,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,11.7,34.89,11.535
VREG,127,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,10.532,34.89,9.565
VREG,128,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,9.532,34.89,9.565
VREG,125,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,10.532,34.89,11.5
VREG,117,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,10.532,25.59,11.5
VREG,119,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,10.532,25.59,9.565
VREG,120,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,9.532,25.59,9.565
VREG,126,Metal2,metal,0.2,0,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,11.518,34.89,11.5
VREG,162,Via1,via,0.0,1,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,25.59,9.4,25.59,9.4
VREG,164,Via1,via,0.0,1,4.1509e-05,4.1509e-05,4.1509e-05,2.1591e-04,0.1923,0.0,0.0,0.1923,avg,ok,34.89,9.4,34.89,9.4
VREG,94,Metal1,metal,0.3,0,2.7673e-05,2.7673e-05,2.7673e-05,1.6193e-04,0.1709,0.0,0.0,0.1709,avg,ok,50.315,11.515,50.315,11.5
VREG,168,Via1,via,0.0,1,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,49.465,5.0,49.465,5.0
VREG,131,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,11.7,44.19,11.535
VREG,113,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,10.532,16.29,9.565
VREG,111,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,10.532,16.29,11.5
VREG,114,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,9.4,16.29,9.565
VREG,132,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,11.518,44.19,11.535
VREG,134,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,11.518,44.19,11.5
VREG,160,Via1,via,0.0,1,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,9.4,16.29,9.4
VREG,166,Via1,via,0.0,1,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,9.4,44.19,9.4
VREG,135,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,10.532,44.19,9.565
VREG,136,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,9.4,44.19,9.565
VREG,133,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,44.19,10.532,44.19,11.5
VREG,110,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,11.518,16.29,11.535
VREG,112,Metal2,metal,0.2,0,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,11.518,16.29,11.5
VREG,159,Via1,via,0.0,1,3.2285e-05,3.2285e-05,3.2285e-05,2.1591e-04,0.1495,0.0,0.0,0.1495,avg,ok,16.29,11.7,16.29,11.7
